ID,类别,能力边界,Insight,Global Positions,Wormhole Marks,Auto Stack and Pick Up,ActionQueue RB3,智能小木牌,Beefalo Status Bar,Wildwise,实现及限制,评估,证据,源码链接
F107,自动合堆与拾取,企鹅蛋生成计数保护,❌,❌,❌,✅,❌,❌,❌,✅,Wildwise 按 penguin_egg 标签全部排除；参考仅自动堆/拾取排除，允许手动堆路径。,保持保护；差异无需追齐,A:modmain.lua;W:services/items.lua,[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F108,自动合堆与拾取,活体/重物/陷阱诱饵/飞行物排除,❌,❌,❌,✅,❌,❌,❌,✅,两者都有保护，但具体标签集合不同；不是“全部物品兼容”的证明。,保持并补实体回归,A:modmain.lua;W:services/items.lua,[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F109,自动合堆与拾取,尊重 no_autostack_all 排除标签,❌,❌,❌,✅,❌,❌,❌,✅,Wildwise 明确检查该标签。,保持,A:modmain.lua;W:services/items.lua,[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F110,自动合堆与拾取,分别尊重 no_autostack_w / no_autostack_m / no_autopickup,❌,❌,❌,✅,❌,❌,❌,❌,Wildwise 未检查这三种分功能排除标签。,应优先补，防止违背其他实体声明,A:modmain.lua;W:services/items.lua,[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F111,自动合堆与拾取,明确排除着火物品的合堆/拾取,❌,❌,❌,✅,❌,❌,❌,❌,参考检查 fire；Wildwise eligible 没有 fire/IsBurning 检查。是静态保护缺口，尚未证明必然触发故障。,应优先验证并补保护,A:modmain.lua;W:services/items.lua,[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F112,自动合堆与拾取,等掉落物落地后再处理,❌,❌,❌,✅,❌,❌,❌,✅,参考针对不可拾取/物理/地震 updatetask 重试；Wildwise 检查 is_landed/y/速度/标签并至多重试 30 秒。,保持并验证新落石场景,A:modmain.lua;W:services/items.lua,[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F113,自动合堆与拾取,自动拾取新世界产生的可堆物,❌,❌,❌,✅,❌,❌,❌,✅,Wildwise 不对玩家手丢/旧地面物持续扫描，不是全地图吸物；参考同样由新生/掉落处理触发。,保持明确范围,A:modmain.lua;W:services/items.lua,[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F114,自动合堆与拾取,拾取要求背包已有同类,❌,❌,❌,✅,❌,❌,❌,✅,Wildwise 默认 true；参考默认 false，均可服主配置。,保持谨慎默认,A:modinfo.lua;W:core/config.lua,[A:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua)；[W:core/config.lua](/usr/local/src/Wildwise/scripts/wildwise/core/config.lua)
F115,自动合堆与拾取,每位玩家独立 opt-in 自动拾取,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise 服主允许+个人开启；参考为服主统一开关。,保持,"A:modmain.lua;W:core/config.lua,components/wildwise_world.lua",[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:core/config.lua](/usr/local/src/Wildwise/scripts/wildwise/core/config.lua)；[W:components/wildwise_world.lua](/usr/local/src/Wildwise/scripts/components/wildwise_world.lua)
F116,自动合堆与拾取,库存不足时先按可接收数量拆分，余量留地,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise CanAcceptCount+Get+GiveItem；参考直接 GiveItem，没有相同的预先容量分割机制。,保持并验收特殊背包,A:modmain.lua;W:services/items.lua,[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F117,自动合堆与拾取,同平台限制、移动船的局部索引,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise 分平台合堆/拾取，船用局部坐标分桶；参考仅世界半径扫描。,保持并实机验证船岸,A:modmain.lua;W:services/items.lua,[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F118,自动合堆与拾取,最近玩家、同距稳定归属与队列物品预留,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise 距离后按 userid 排序，队列预留租约 7 秒；参考缺少同等确定性和整合预留。,保持并验收同帧争抢,A:modmain.lua;W:services/items.lua,[A:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modmain.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F119,自动合堆与拾取,只装服务器即可使用自动整理,❌,❌,❌,✅,❌,❌,❌,❌,参考 server_only_mod；Wildwise 所有客户端需要安装，不能只分发整理模块。,可忽略拆包，保持整合定位,A:modinfo.lua;W:modinfo.lua,[A:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua)；[W:modinfo.lua](/usr/local/src/Wildwise/modinfo.lua)
F120,自动合堆与拾取,合堆烟雾特效可开关,❌,❌,❌,✅,❌,❌,❌,❌,Wildwise 无此特效。,可忽略,A:modinfo.lua;W:services/items.lua,[A:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1803285852/modinfo.lua)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)
F121,行为队列与布点,仅客户端即可使用行为队列,❌,❌,❌,❌,✅,❌,❌,❌,原版 RB3 为 client_only_mod；Wildwise 需服务器及所有客户端启用。,可忽略客户端独立模式，保持权限整合,Q:modinfo.lua;W:modinfo.lua,[Q:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua)；[W:modinfo.lua](/usr/local/src/Wildwise/modinfo.lua)
F122,行为队列与布点,修饰键单选/双击同类/拖框多选,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise 同类严格按 prefab，双击固定 0.35 秒/15 距离，框选最多 200 个任务。,应补双击参数及选择反馈,Q:scripts/components/actionqueuer.lua;W:runtime/input.lua,[Q:scripts/components/actionqueuer.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua)；[W:runtime/input.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/input.lua)
F123,行为队列与布点,执行中追加选择/目标去重,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise queue:add 有去重和上限，执行保持单状态机。,保持并验收远程预测,Q:scripts/components/actionqueuer.lua;W:services/queue.lua,[Q:scripts/components/actionqueuer.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua)；[W:services/queue.lua](/usr/local/src/Wildwise/scripts/wildwise/services/queue.lua)
F124,行为队列与布点,手工选择后按原生动作执行,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise 仅 40 个白名单动作，仍需原生动作选择器返回有效动作；原版 RB3 清单更大且有目标条件。,逐动作评估；详见动作附表,Q:scripts/components/actionqueuer.lua;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F125,行为队列与布点,砍/挖/挖矿/敲打直到单目标完成,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise 仅 CHOP/MINE/HAMMER/DIG 标记 repeated；其他实体动作不因仍可执行而无限重复。,保持；补明确任务终止条件,Q:scripts/components/actionqueuer.lua;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F126,行为队列与布点,重复非建筑配方制作,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise 最多 200 次，缺材料/未解锁暂停；保留皮肤参数。,保持,"Q:scripts/components/actionqueuer.lua;W:runtime/input.lua,runtime/actions.lua",[Q:scripts/components/actionqueuer.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua)；[W:runtime/input.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/input.lua)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F127,行为队列与布点,一键再次制作上次配方,❌,❌,❌,❌,✅,❌,❌,❌,RB3 last_recipe_key 默认 C；Wildwise 需要再次找到配方点击。,应补,Q:modmain.lua;W:runtime/input.lua,[Q:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modmain.lua)；[W:runtime/input.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/input.lua)
F128,行为队列与布点,工具损坏后换用库存/背包工具,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise 按动作工具标签选兼容工具；参考 GetNewEquippedItemInHand 更偏向同 prefab。,保持，验收特殊角色/皮肤/工具,Q:scripts/components/actionqueuer.lua;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F129,行为队列与布点,手持材料用尽后续接库存/背包同类,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise 同 prefab，缺料暂停；不自动制造材料。,保持,Q:scripts/components/actionqueuer.lua;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F130,行为队列与布点,从任意打开容器自动续材料/工具,❌,❌,❌,❌,❌,❌,❌,❌,原版 RB3 4.3 与 Wildwise 主要查主库存/背包；衍生版有更广容器检索，不能混记原版。,按需，须尊重容器访问权,Q:scripts/components/actionqueuer.lua:GetNewActiveItem;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua:GetNewActiveItem](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:824)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F131,行为队列与布点,工作完成后自动走过去收集掉落,❌,❌,❌,❌,✅,❌,❌,❌,RB3 AutoCollect 加入附近允许的拾取动作；Wildwise 新掉落入包服务不同，既不走过去也不补收旧掉落。,应补任务内拾取阶段,"Q:scripts/components/actionqueuer.lua:AutoCollect;W:services/items.lua,services/queue.lua",[Q:scripts/components/actionqueuer.lua:AutoCollect](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:949)；[W:services/items.lua](/usr/local/src/Wildwise/scripts/wildwise/services/items.lua)；[W:services/queue.lua](/usr/local/src/Wildwise/scripts/wildwise/services/queue.lua)
F132,行为队列与布点,淡水自动钓鱼抛竿/收竿循环,❌,❌,❌,❌,✅,❌,❌,❌,RB3 StartAutoFisher 使用普通 fishingrod 与 FISH/REEL，源码提示不兼容其检测到的延迟补偿路径；Wildwise 无对应循环。,按需，不是首批必需,Q:scripts/components/actionqueuer.lua:StartAutoFisher;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua:StartAutoFisher](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:1315)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F133,行为队列与布点,新多格肉架自动开箱/取成品/重新挂肉,❌,❌,❌,❌,✅,❌,❌,❌,原版 RB3 4.3 的 STORE/RUMMAGE 专用分支已读取容器槽并提交取物 RPC；Wildwise 明确不排 RUMMAGE，未实现同等闭环。,应补原版高频非战斗流程，分别验收主机/远程,Q:scripts/components/actionqueuer.lua:SendAction;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua:SendAction](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:484)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F134,行为队列与布点,手动移动/点击/攻击接管,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise 固定取消剩余任务；参考 always_clear_queue 可调保留选择策略。,保留接管优先,Q:modmain.lua;W:runtime/input.lua,[Q:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modmain.lua)；[W:runtime/input.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/input.lua)
F135,行为队列与布点,暂停/继续/清空的可见队列面板,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise 有状态、原因、剩余任务和按钮；原版 RB3 主要依赖热键/选择线程，无同等面板。,保持并验收 UI,"Q:modmain.lua;W:ui/hud.lua,services/queue.lua",[Q:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modmain.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)；[W:services/queue.lua](/usr/local/src/Wildwise/scripts/wildwise/services/queue.lua)
F136,行为队列与布点,聊天/地图/菜单/失焦自动暂停且需主动继续,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise 显式 input_ready 和 paused 状态；不把 RB3 的 InGame 热键过滤算同等暂停协议。,保持,"Q:modmain.lua;W:runtime/client.lua,services/queue.lua",[Q:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modmain.lua)；[W:runtime/client.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua)；[W:services/queue.lua](/usr/local/src/Wildwise/scripts/wildwise/services/queue.lua)
F137,行为队列与布点,死亡/遇袭/虫洞/跨 shard 清理旧任务,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise world/client 两侧清理；参考主要清理线程及手动接管，未见同等事件/会话协议。,应先完成真实多人及双 shard 验收,"Q:modmain.lua;W:components/wildwise_world.lua,runtime/client.lua",[Q:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modmain.lua)；[W:components/wildwise_world.lua](/usr/local/src/Wildwise/scripts/components/wildwise_world.lua)；[W:runtime/client.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua)
F138,行为队列与布点,显式区域内部署物品、墙体、地皮,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise 根据 DeploySpacingRadius/墙体1/地皮4生成点，只执行已确认点位，不接管普通建筑。,保持并补实际碰撞验收,"Q:scripts/components/actionqueuer.lua;W:runtime/client.lua,services/planner.lua",[Q:scripts/components/actionqueuer.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua)；[W:runtime/client.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua)；[W:services/planner.lua](/usr/local/src/Wildwise/scripts/wildwise/services/planner.lua)
F139,行为队列与布点,农田 2×2/3×3/4×4 锄地网格,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise 按原版地块锚定；主手需原生 TILL_tool，不能算所有角色都能锄地。,保持,Q:modinfo.lua;W:runtime/client.lua,[Q:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua)；[W:runtime/client.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua)
F140,行为队列与布点,多块土地连续铲地皮,❌,❌,❌,❌,✅,❌,❌,❌,RB3 TerraFormAtPoint 并识别 pitchfork；Wildwise 虽列 TERRAFORM 白名单，Client:plan 只支持材料 DEPLOY 或 TILL，缺完整框选入口。,应补入口与执行链,Q:scripts/components/actionqueuer.lua:OnUp;W:runtime/client.lua:plan,[Q:scripts/components/actionqueuer.lua:OnUp](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:714)；[W:runtime/client.lua:plan](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua:12)
F141,行为队列与布点,多块土地逐块浇水/施肥,❌,❌,❌,❌,✅,❌,❌,❌,RB3 有专用 WaterAtPoint/FertilizeAtPoint；Wildwise 普通实体 FERTILIZE/POUR_WATER 不等于土地区域布点。,应补农业闭环,Q:scripts/components/actionqueuer.lua:OnUp;W:runtime/client.lua:plan,[Q:scripts/components/actionqueuer.lua:OnUp](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:714)；[W:runtime/client.lua:plan](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua:12)
F142,行为队列与布点,单块农田浇水至固定约 90%,❌,❌,❌,❌,✅,❌,❌,❌,原版 RB3 读 nutrients_overlay 动画位置，阈值写死 0.9；Wildwise 没有此循环。,应采用可信状态与上限后再补,Q:scripts/components/actionqueuer.lua:WaterTile;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua:WaterTile](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:781)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F143,行为队列与布点,可配置浇水/施肥停止阈值,❌,❌,❌,❌,❌,❌,❌,❌,原版 RB3 4.3 无该配置，衍生版 3.2.14 才有 stop_watering_at/stop_fertilizing_at。,可按需作为新设计，不记原版必追齐,Q:modinfo.lua;W:core/config.lua,[Q:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua)；[W:core/config.lua](/usr/local/src/Wildwise/scripts/wildwise/core/config.lua)
F144,行为队列与布点,批量建造带 placer 的建筑,❌,❌,❌,❌,✅,❌,❌,❌,RB3 OnUp 通过 BufferBuild/MakeRecipeAtPoint 布点；Wildwise 明确过滤 recipe.placer 并放行单次原版建筑。,按需且先验证与原生放置兼容,"Q:scripts/components/actionqueuer.lua:OnUp;W:runtime/input.lua,runtime/actions.lua",[Q:scripts/components/actionqueuer.lua:OnUp](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:714)；[W:runtime/input.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/input.lua)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F145,行为队列与布点,无法部署的物品按网格批量丢放,❌,❌,❌,❌,✅,❌,❌,❌,RB3 DropActiveItem；Wildwise Client:plan 只创建 DEPLOY/TILL，普通不可部署物不能完成该流程。,按需；不作为默认自动整理的一部分,Q:scripts/components/actionqueuer.lua:DropActiveItem;W:runtime/client.lua,[Q:scripts/components/actionqueuer.lua:DropActiveItem](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:766)；[W:runtime/client.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua)
F146,行为队列与布点,墙/陷阱/地皮间距与独立地皮网格显示,❌,❌,❌,❌,✅,❌,❌,❌,RB3 F3 网格、半径、颜色、牙陷阱间距；Wildwise 仅任务预览，无独立地皮覆盖层。,独立网格按需，陷阱间距可补,"Q:modinfo.lua,modmain.lua;W:runtime/client.lua",[Q:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua)；[Q:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modmain.lua)；[W:runtime/client.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua)
F147,行为队列与布点,蛇形扫描区域点位,❌,❌,❌,❌,✅,❌,❌,✅,Wildwise 固定按世界 X/Z 蛇形；RB3 支持镜头朝向和 double_snake 扩展。,保持有界路径,Q:scripts/components/actionqueuer.lua:DeployToSelection;W:services/planner.lua,[Q:scripts/components/actionqueuer.lua:DeployToSelection](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:29)；[W:services/planner.lua](/usr/local/src/Wildwise/scripts/wildwise/services/planner.lua)
F148,行为队列与布点,可旋转朝向/双蛇形/无尽部署,❌,❌,❌,❌,✅,❌,❌,❌,Wildwise 无相应配置，始终有限区域；原版 endless_deploy 是扩展部署，不等于衍生版递归选实体。,可暂缓或忽略无尽模式,"Q:modinfo.lua,scripts/components/actionqueuer.lua;W:services/planner.lua",[Q:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua)；[Q:scripts/components/actionqueuer.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua)；[W:services/planner.lua](/usr/local/src/Wildwise/scripts/wildwise/services/planner.lua)
F149,行为队列与布点,执行前有效/无效点预览并显式确认,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise 临时原生轮廓、叉号、有效点计数、执行按钮；RB3 拖框完成即开始，没有同等确认流程。,保持,"Q:scripts/components/actionqueuer.lua:OnUp;W:runtime/client.lua,ui/hud.lua",[Q:scripts/components/actionqueuer.lua:OnUp](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:714)；[W:runtime/client.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/client.lua)；[W:ui/hud.lua](/usr/local/src/Wildwise/scripts/wildwise/ui/hud.lua)
F150,行为队列与布点,移动平台上保存局部坐标并重投影,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise Planner.project；不代表船上所有可部署物已实机验收。,保持并验收,W:services/planner.lua,[W:services/planner.lua](/usr/local/src/Wildwise/scripts/wildwise/services/planner.lua)
F151,行为队列与布点,公开动作注册/CherryPick 条件扩展接口,❌,❌,❌,❌,✅,❌,❌,❌,RB3 AddActionQueuerAction/List 与 AddModCherryPickFn；Wildwise 白名单是内部表。,核心稳定后按需补,Q:scripts/components/actionqueuer.lua;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F152,行为队列与布点,自动选敌/战斗 AI/躲避,❌,❌,❌,❌,❌,❌,❌,❌,RB3 的 ATTACK 只允许墙目标，不等于自动战斗；Wildwise 明确排除 ATTACK/CASTSPELL 自动化。,可忽略且保持范围外,Q:scripts/components/actionqueuer.lua:AddAction;W:runtime/actions.lua,[Q:scripts/components/actionqueuer.lua:AddAction](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/scripts/components/actionqueuer.lua:61)；[W:runtime/actions.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/actions.lua)
F153,智能小木牌,普通木箱首个非空格的物品图标,❌,❌,❌,❌,❌,✅,❌,✅,参考与 Wildwise 都不是固定第1格；Wildwise 空箱不生成牌。,保持,S:scripts/components/smart_minisign.lua;W:services/signs.lua,[S:scripts/components/smart_minisign.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/scripts/components/smart_minisign.lua)；[W:services/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/services/signs.lua)
F154,智能小木牌,龙鳞箱/冰箱/盐盒独立支持,❌,❌,❌,❌,❌,✅,❌,✅,参考三个默认 false；Wildwise 龙鳞箱默认 true，冰箱/盐盒默认 false。,保持并说明默认差异,"S:modinfo.lua,modmain.lua;W:modinfo.lua",[S:modinfo.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua)；[S:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modmain.lua)；[W:modinfo.lua](/usr/local/src/Wildwise/modinfo.lua)
F155,智能小木牌,切斯特/哈奇/鱼类箱/远古船货舱内置支持,❌,❌,❌,❌,❌,❌,❌,✅,Wildwise 4 种额外内置 prefab；参考提供外部 API，但未直接注册这四种。,保持；不要把 API 可能性算内置支持,S:modmain.lua;W:services/signs.lua,[S:modmain.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modmain.lua)；[W:services/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/services/signs.lua)
F156,智能小木牌,包裹内部首件图标,❌,❌,❌,❌,❌,✅,❌,✅,参考 BundleItems 默认 false，通过 SpawnPrefab 取图；Wildwise 固定读取保存记录，无独立开关。,应补显示开关；保持无副作用读取,S:scripts/components/smart_minisign.lua;W:services/signs.lua,[S:scripts/components/smart_minisign.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/scripts/components/smart_minisign.lua)；[W:services/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/services/signs.lua)
F157,智能小木牌,调味图层/物品自带绘图覆盖,❌,❌,❌,❌,❌,✅,❌,✅,Wildwise 走原版 drawimageoverride/drawatlasoverride/inv_image_bg；未知资产跳过，图形客户端未验收。,保持并补皮肤/调味客户端验证,S:scripts/components/smart_minisign.lua;W:services/signs.lua,[S:scripts/components/smart_minisign.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/scripts/components/smart_minisign.lua)；[W:services/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/services/signs.lua)
F158,智能小木牌,小木牌本体随箱中 minisign_item 换肤,❌,❌,❌,❌,❌,✅,❌,❌,参考 ChangeSkin 重建小木牌并传 linked_skinname；Wildwise 不支持本体皮肤交换。,按需,S:scripts/components/smart_minisign.lua;W:runtime/signs.lua,[S:scripts/components/smart_minisign.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/scripts/components/smart_minisign.lua)；[W:runtime/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/signs.lua)
F159,智能小木牌,空箱清除旧图,❌,❌,❌,❌,❌,✅,❌,✅,参考保留空牌清 OverrideSymbol；Wildwise 移除辅助牌，不留空标识。,保持；空牌保留可忽略,S:scripts/components/smart_minisign.lua;W:runtime/signs.lua,[S:scripts/components/smart_minisign.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/scripts/components/smart_minisign.lua)；[W:runtime/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/signs.lua)
F160,智能小木牌,内容增减/首件 imagechange 即时刷新,❌,❌,❌,❌,❌,❌,❌,✅,参考主要 onclose；Wildwise 监听 itemget/itemlose/imagechange/onremove 并合并更新。,保持,S:scripts/components/smart_minisign.lua;W:runtime/signs.lua,[S:scripts/components/smart_minisign.lua](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/scripts/components/smart_minisign.lua)；[W:runtime/signs.lua](/usr/local/src/Wildwise/scripts/wildwise/runtime/signs.lua)
