类型,入口,有描述或挂接入口,配置引用,命名输出,信息语义键,来源,边界
prefab_descriptors,carnivaldecor_figure_kit,✅,display_cawnival,,"carnivaldecor.value,carnivaldecor_figure_kit.rarity,carnivaldecor_figure_kit.rarity_types,carnivaldecor_figure_kit.season,carnivaldecor_figure_kit.shape,carnivaldecor_figure_kit.undecided",/tmp/wildwise-research/insight/scripts/prefab_descriptors/carnivaldecor_figure_kit.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,carnivaldecor_figure_kit_season2,❌,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/carnivaldecor_figure_kit_season2.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,carnivaldecor_figure_season2,❌,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/carnivaldecor_figure_season2.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,catcoon,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/catcoon.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,catcoonden,✅,,,"catcoonden.lives,catcoonden.regenerate,catcoonden.waiting_for_sleep",/tmp/wildwise-research/insight/scripts/prefab_descriptors/catcoonden.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,cave_entrance,✅,sinkhole_marks,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/cave_entrance.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,cave_exit,❌,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/cave_exit.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,chest_mimic,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/chest_mimic.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,chester_eyebone,✅,,,"announce_chester_respawn,chester_respawn",/tmp/wildwise-research/insight/scripts/prefab_descriptors/chester_eyebone.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,dirtpile,✅,,hunter,"hunter.alternate_beast_chance,hunter.hunt_progress,hunter.impending_ambush",/tmp/wildwise-research/insight/scripts/prefab_descriptors/dirtpile.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,dragonfly_spawner,❌,,,dragonfly_spawner.time_to_respawn,/tmp/wildwise-research/insight/scripts/prefab_descriptors/dragonfly_spawner.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,dreadstonehat,❌,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/dreadstonehat.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,eyeplant,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/eyeplant.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,firesuppressor,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/firesuppressor.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,flower,✅,display_sanity_interactions,,sanity.interaction,/tmp/wildwise-research/insight/scripts/prefab_descriptors/flower.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,flower_evil,✅,display_sanity_interactions,,sanity.interaction,/tmp/wildwise-research/insight/scripts/prefab_descriptors/flower_evil.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,fossil_stalker,✅,,,"fossil_stalker.correct,fossil_stalker.gateway_too_far,fossil_stalker.incorrect,fossil_stalker.pieces_needed",/tmp/wildwise-research/insight/scripts/prefab_descriptors/fossil_stalker.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,healingsalve_acid,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/healingsalve_acid.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,heatrock,✅,,,"heatrock_temperature,temperature",/tmp/wildwise-research/insight/scripts/prefab_descriptors/heatrock.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,houndstooth_blowpipe,✅,weapon_damage,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/houndstooth_blowpipe.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,hutch_fishbowl,✅,,,"announce_hutch_respawn,hutch_respawn",/tmp/wildwise-research/insight/scripts/prefab_descriptors/hutch_fishbowl.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,inspectacleshat,✅,,,cooldown,/tmp/wildwise-research/insight/scripts/prefab_descriptors/inspectacleshat.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,lighter,✅,,"insight_ranged,lighter_willow",,/tmp/wildwise-research/insight/scripts/prefab_descriptors/lighter.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,lightninggoat,✅,,,lightninggoat_charge,/tmp/wildwise-research/insight/scripts/prefab_descriptors/lightninggoat.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,lunarrift_portal,✅,,"lunarrift_portal,lunarrift_portal_childspawner","childspawner.children,growable.next_stage,lunarrift_portal.close,lunarrift_portal.crystals,lunarrift_portal.next_crystal,riftspawner.stage",/tmp/wildwise-research/insight/scripts/prefab_descriptors/lunarrift_portal.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,lunarthrall_plant,✅,,,lunarthrall_plant.time_to_aggro,/tmp/wildwise-research/insight/scripts/prefab_descriptors/lunarthrall_plant.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,lureplant,✅,,,lureplant.become_active,/tmp/wildwise-research/insight/scripts/prefab_descriptors/lureplant.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,molehill,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/molehill.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,monkey_mediumhat,✅,,,monkey_mediumhat,/tmp/wildwise-research/insight/scripts/prefab_descriptors/monkey_mediumhat.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,monkey_smallhat,✅,,,monkey_smallhat,/tmp/wildwise-research/insight/scripts/prefab_descriptors/monkey_smallhat.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,moonstorm_static,✅,,,"moonstormmanager.wagstaff_hunt.experiment_time,moonstormmanager.wagstaff_hunt.time_for_next_tool",/tmp/wildwise-research/insight/scripts/prefab_descriptors/moonstorm_static.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,mushroom_farm,✅,,,harvests,/tmp/wildwise-research/insight/scripts/prefab_descriptors/mushroom_farm.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,oceantree,✅,,,oceantree_supertall_growth_progress,/tmp/wildwise-research/insight/scripts/prefab_descriptors/oceantree.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,otterden,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/otterden.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,pandoraschest,✅,,,scenariorunner.opened_already,/tmp/wildwise-research/insight/scripts/prefab_descriptors/pandoraschest.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,pangolden,✅,,,pangolden.gold_level_progress,/tmp/wildwise-research/insight/scripts/prefab_descriptors/pangolden.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,polly_rogershat,✅,,insight_ranged,polly_rogershat.announce_respawn,/tmp/wildwise-research/insight/scripts/prefab_descriptors/polly_rogershat.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,rabbithole,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/rabbithole.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,rainometer,✅,,,"frog_rain_chance,global_wetness,precipitation_rate",/tmp/wildwise-research/insight/scripts/prefab_descriptors/rainometer.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,roseglasseshat,✅,,,cooldown,/tmp/wildwise-research/insight/scripts/prefab_descriptors/roseglasseshat.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,shadow_battleaxe,✅,,"shadow_battleaxe,shadow_battleaxe_lifesteal","shadow_battleaxe.boss_progress,shadow_battleaxe.level,shadow_battleaxe.lifesteal",/tmp/wildwise-research/insight/scripts/prefab_descriptors/shadow_battleaxe.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,shadowrift_portal,✅,,shadowrift_portal,"growable.next_stage,riftspawner.stage,shadowrift_portal.close",/tmp/wildwise-research/insight/scripts/prefab_descriptors/shadowrift_portal.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,sharkboi,✅,,,sharkboi.trades_remaining,/tmp/wildwise-research/insight/scripts/prefab_descriptors/sharkboi.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,spider_healer,✅,,,"spider_healer.spider_heal,spider_healer.webber_heal",/tmp/wildwise-research/insight/scripts/prefab_descriptors/spider_healer.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,spider_whistle,✅,,insight_ranged,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/spider_whistle.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,sprinkler,✅,,insight_ranged,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/sprinkler.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,stagehand,✅,,,"stagehand.hits_remaining,stagehand.time_to_reset",/tmp/wildwise-research/insight/scripts/prefab_descriptors/stagehand.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,support_pillar,✅,,support_pillar,"support_pillar.durability,support_pillar.reinforcement",/tmp/wildwise-research/insight/scripts/prefab_descriptors/support_pillar.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,support_pillar_dreadstone,✅,,support_pillar_dreadstone,support_pillar_dreadstone.time_until_reinforcement_regen,/tmp/wildwise-research/insight/scripts/prefab_descriptors/support_pillar_dreadstone.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,tentacle_pillar_hole,✅,,,tentacle_pillar_hole.immunity_time,/tmp/wildwise-research/insight/scripts/prefab_descriptors/tentacle_pillar_hole.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,terrarium,✅,,"terrarium,terrarium_health","terrarium.announce_cooldown,terrarium.day_recovery,terrarium.eot_health,terrarium.retinazor_health,terrarium.spazmatism_health",/tmp/wildwise-research/insight/scripts/prefab_descriptors/terrarium.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,tillweedsalve,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/tillweedsalve.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,townportal,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/townportal.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,tumbleweed,✅,tumbleweed_info,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/tumbleweed.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,voidcloth_scythe,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/voidcloth_scythe.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,wagstaff_npc,✅,,,moonstormmanager.wagstaff_hunt.progress,/tmp/wildwise-research/insight/scripts/prefab_descriptors/wagstaff_npc.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,walrus_camp,✅,,,"walrus_camp_respawn,worldsettingstimer.paused",/tmp/wildwise-research/insight/scripts/prefab_descriptors/walrus_camp.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,wathgrithr_shield,✅,,wathgrithr_shield_parryweapon,"parryweapon.parry_duration,wathgrithr_shield.parry_duration_complex",/tmp/wildwise-research/insight/scripts/prefab_descriptors/wathgrithr_shield.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,whale_bubbles,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/whale_bubbles.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,winter_ornaments,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/winter_ornaments.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,winterometer,✅,,,world_temperature,/tmp/wildwise-research/insight/scripts/prefab_descriptors/winterometer.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,wormhole,✅,display_sanity_interactions,,sanity.interaction,/tmp/wildwise-research/insight/scripts/prefab_descriptors/wormhole.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,wortox,✅,,,wortox.time_untl_panflute_inspiration,/tmp/wildwise-research/insight/scripts/prefab_descriptors/wortox.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,wortox_soul_spawn,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/wortox_soul_spawn.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,wortox_souljar,✅,,,,/tmp/wildwise-research/insight/scripts/prefab_descriptors/wortox_souljar.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,wx78,✅,,,"wx78.gain_charge_time,wx78.remaining_charge_time",/tmp/wildwise-research/insight/scripts/prefab_descriptors/wx78.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
prefab_descriptors,wx78_scanner,✅,wx78_scanner_info,,wx78_scanner.scan_progress,/tmp/wildwise-research/insight/scripts/prefab_descriptors/wx78_scanner.lua,静态入口索引；需组件/游戏分支/配置满足。不是同数量的独立功能，也不宣称本次实机验证。
